Unnamed: 0,Unnamed: 1,Indicadores,Programa (MWh),Programa (MWh).1,Programa (MWh).2,Programa (MWh).3,Programa (MWh).4,Programa (MWh).5,Programa (MWh).6,Programa (MWh).7,Programa (MWh).8,Programa (MWh).9,Programa (MWh).10,Programa (MWh).11,Programa (MWh).12,Programa (MWh).13,Programa (MWh).14,Programa (MWh).15,Programa (MWh).16,Programa (MWh).17,Programa (MWh).18,Programa (MWh).19,Programa (MWh).20,Programa (MWh).21,Programa (MWh).22,Programa (MWh).23,Programa (MWh).24,Programa (MWh).25,Programa (MWh).26,Programa (MWh).27,Programa (MWh).28,Programa (MWh).29,Programa (MWh).30,Programa (MWh).31,Programa (MWh).32,Programa (MWh).33,Programa (MWh).34,Programa (MWh).35,Programa (MWh).36,Programa (MWh).37,Programa (MWh).38,Programa (MWh).39,Programa (MWh).40,Programa (MWh).41,Programa (MWh).42,Programa (MWh).43,Programa (MWh).44,Programa (MWh).45,Programa (MWh).46,Programa (MWh).47,Programa (MWh).48,Programa (MWh).49,Programa (MWh).50,Programa (MWh).51,Programa (MWh).52,Programa (MWh).53,Programa (MWh).54,Programa (MWh).55,Programa (MWh).56,Programa (MWh).57,Programa (MWh).58,Programa (MWh).59,Programa (MWh).60,Programa (MWh).61,Programa (MWh).62,Programa (MWh).63,Programa (MWh).64,Programa (MWh).65,Programa (MWh).66,Programa (MWh).67,Programa (MWh).68,Programa (MWh).69,Programa (MWh).70,Programa (MWh).71,Programa (MWh).72,Programa (MWh).73,Programa (MWh).74,Programa (MWh).75,Programa (MWh).76,Programa (MWh).77,Programa (MWh).78,Programa (MWh).79,Programa (MWh).80,Programa (MWh).81,Programa (MWh).82,Programa (MWh).83,Programa (MWh).84,Programa (MWh).85,Programa (MWh).86,Programa (MWh).87,Programa (MWh).88,Programa (MWh).89,Programa (MWh).90,Programa (MWh).91,Programa (MWh).92,Programa (MWh).93,Programa (MWh).94,Programa (MWh).95,Programa (MWh).96
ACE4,1,,"2448,025","79,875","79,875","73,800","64,900","78,850","76,025","78,250","73,800","73,800","71,575","67,125","56,000","64,900","53,775","51,550","51,550","36,550","33,750","35,975","33,750","33,750","33,750","33,750","33,750","40,425","42,600","42,650","40,425","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750"
ACNHC01,8,,"-91,400","-1,425","-1,425","-1,425","-1,400","-1,350","-1,325","-1,300","-1,300","-1,325","-1,300","-1,300","-1,275","-0,175","-0,225","-0,175","-0,200","-0,200","-0,150","-0,225","-0,200","-0,175","-0,175","-0,200","-0,225","-0,150","-0,200","-0,225","-0,150","-0,150","-0,225","-0,225","-0,175","-0,225","-0,150","-0,150","-0,200","-0,150","-1,250","-1,300","-1,275","-1,275","-1,275","-1,250","-1,225","-1,200","-1,175","-1,150","-1,150","-1,175","-0,175","-1,175","-1,150","-1,150","-1,150","-1,150","-1,150","-1,150","-1,150","-1,150","-1,150","-1,175","-1,200","-1,200","-1,200","-1,200","-1,200","-1,200","-1,225","-1,225","-1,250","-1,275","-1,275","-1,275","-1,325","-1,300","-1,300","-1,275","-1,275","-1,275","-0,200","-0,175","-1,350","-1,375","-1,350","-1,400","-1,425","-1,425","-1,475","-1,475","-1,475","-1,475","-1,475","-1,450","-1,425","-0,200","-1,350"
ACSOC01,8,,"-35,500","-0,400","-0,400","-0,400","-0,400","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,500","-0,500","-0,500","-0,400","-0,500","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,500","-0,400","-0,400","-0,400","-0,500","-0,400","-0,400","-0,400"
ACTIC01,8,,"-30,975","-0,325","-0,325","-0,325","-0,325","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,275","-0,275","-0,300","-0,275","-0,275","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,350","-0,350","-0,350","-0,350","-0,325","-0,325","-0,350","-0,350","-0,350","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,375","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,325","-0,325"
ADEIC01,8,,"-158,925","-1,325","-1,450","-1,400","-1,400","-1,075","-1,075","-1,300","-1,175","-1,200","-1,350","-1,175","-1,400","-1,300","-1,175","-1,150","-1,175","-1,350","-1,350","-1,150","-1,150","-1,150","-1,175","-1,175","-1,200","-1,200","-1,200","-1,200","-1,225","-1,450","-1,500","-2,225","-2,225","-1,400","-2,125","-2,100","-2,000","-1,975","-1,950","-1,900","-1,850","-1,800","-1,725","-1,725","-1,775","-1,775","-1,775","-1,725","-1,700","-1,725","-1,725","-1,775","-1,775","-1,775","-1,775","-1,725","-1,800","-1,775","-1,775","-1,775","-1,825","-1,875","-1,875","-1,875","-1,825","-1,925","-1,875","-1,875","-1,925","-2,050","-2,050","-2,050","-2,125","-2,175","-2,200","-2,225","-2,275","-2,350","-2,400","-2,500","-2,500","-2,525","-2,575","-1,650","-1,675","-1,325","-1,325","-1,375","-1,200","-1,075","-1,075","-1,125","-1,150","-1,150","-1,725","-1,725","-1,725"
ADEIV01,2,,"1,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025",,,,,,,,,,,,,
ADELC01,8,,"-311,325","-3,750","-3,700","-3,650","-3,575","-3,525","-3,500","-3,475","-3,425","-3,400","-3,375","-3,350","-3,300","-3,275","-3,275","-3,250","-3,250","-3,225","-3,225","-3,225","-3,225","-3,225","-3,225","-3,250","-3,250","-3,250","-3,250","-3,275","-3,275","-3,275","-3,150","-3,025","-2,875","-2,750","-2,800","-2,850","-2,875","-2,925","-3,000","-3,075","-3,125","-3,200","-3,225","-3,275","-3,300","-3,325","-3,350","-3,350","-3,375","-3,375","-3,400","-3,400","-3,425","-3,425","-3,400","-3,375","-3,325","-3,300","-3,275","-3,250","-3,225","-3,200","-3,150","-3,075","-3,025","-2,950","-2,950","-2,950","-2,950","-2,950","-2,975","-2,975","-3,000","-3,000","-3,025","-3,050","-3,075","-3,100","-3,125","-3,175","-3,200","-3,225","-3,250","-3,275","-3,300","-3,325","-3,350","-3,400","-3,425","-3,450","-3,450","-3,450","-3,450","-3,450","-3,450","-3,450","-3,450"
ADSEC01,8,,"-5,750","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075"
ADSNC01,8,,"-58,650","-0,650","-0,650","-0,650","-0,650","-0,625","-0,625","-0,625","-0,625","-0,600","-0,600","-0,600","-0,600","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,550","-0,550","-0,550","-0,550","-0,550","-0,575","-0,575","-0,600","-0,625","-0,650","-0,650","-0,675","-0,675","-0,700","-0,700","-0,725","-0,725","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,750","-0,725","-0,725","-0,725","-0,725","-0,700","-0,700","-0,700","-0,700","-0,675","-0,675","-0,675","-0,675","-0,700","-0,700","-0,700","-0,700","-0,725","-0,725","-0,725","-0,725","-0,750","-0,750","-0,750","-0,750","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775",,,,,,,,"-0,175",,"-0,650","-0,625","-0,625"
ADURC01,8,,"-48,275","-0,550","-0,525","-0,525","-0,500","-0,500","-0,475","-0,475","-0,450","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,425","-0,450","-0,450","-0,475","-0,500","-0,525","-0,525","-0,550","-0,550","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,525","-0,525","-0,500","-0,500","-0,500","-0,500","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,475","-0,500","-0,500","-0,500","-0,525","-0,525","-0,550","-0,550","-0,575","-0,600","-0,600","-0,600","-0,575","-0,550","-0,525","-0,525","-0,500"
ADXC01,8,,"-2360,800","-24,600","-24,100","-23,700","-23,200","-22,700","-22,400","-22,100","-21,800","-21,500","-21,200","-21,100","-20,900","-20,800","-20,800","-20,500","-20,300","-20,300","-20,300","-20,400","-20,300","-20,200","-20,100","-20,000","-19,700","-19,900","-19,900","-19,700","-19,300","-19,700","-20,000","-19,700","-19,500","-20,800","-21,100","-21,000","-20,900","-22,300","-22,400","-22,600","-22,700","-24,500","-24,700","-24,800","-24,900","-25,700","-26,000","-26,200","-26,100","-26,800","-27,100","-27,300","-27,300","-27,400","-27,600","-27,800","-28,200","-28,200","-28,200","-28,200","-28,100","-28,600","-28,500","-28,500","-28,100","-27,500","-27,200","-27,200","-27,000","-26,600","-26,500","-26,700","-26,900","-26,500","-26,800","-27,200","-27,500","-27,400","-27,900","-28,400","-28,500","-27,400","-27,600","-27,900","-27,800","-26,700","-26,800","-27,100","-27,400","-27,700","-27,500","-27,400","-27,000","-26,500","-26,100","-25,700","-25,100"
AEDEC01,8,,"-50,850","-0,450","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,425","-0,450","-0,500","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,550","-0,550","-0,525","-0,500","-0,475","-0,475","-0,475","-0,500","-0,525","-0,550","-0,550","-0,550","-0,550","-0,575","-0,550","-0,550","-0,550","-0,550","-0,550","-0,575","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,625","-0,650","-0,650","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,650","-0,300","-0,625","-0,300","-0,600","-0,600","-0,600","-0,600","-0,600"
AEIDGEN,10,,"9,975","0,225","0,250","0,250","0,225","0,225","0,225","0,225","0,250","0,250","0,225","0,200","0,200","0,200","0,200","0,225","0,225","0,225","0,225","0,225","0,200","0,175","0,175","0,150","0,150","0,150","0,150","0,150","0,100","0,100","0,100","0,100","0,100","0,100","0,100","0,075","0,075","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,075","0,075","0,075",,,,,,,,,,,,,,,,,,,,,,"0,200","0,175","0,175","0,150","0,150","0,150","0,125","0,100","0,100","0,100","0,075","0,075","0,075","0,075","0,075","0,100","0,100","0,100","0,100","0,100","0,100","0,100","0,075","0,075","0,075","0,075","0,075"
AENEC01,8,,"-481,350","-4,475","-4,475","-4,450","-4,200","-4,650","-4,625","-4,600","-4,550","-4,200","-4,775","-5,025","-5,000","-5,175","-5,150","-5,125","-5,100","-5,075","-4,825","-4,825","-4,800","-4,775","-4,775","-4,500","-4,500","-4,525","-4,525","-4,525","-4,475","-4,475","-4,450","-4,425","-4,425","-4,450","-4,450","-4,450","-4,725","-4,900","-4,900","-5,025","-5,025","-4,925","-4,975","-4,775","-4,775","-4,775","-4,775","-4,775","-4,775","-6,625","-6,025","-6,050","-6,050","-5,725","-5,700","-5,725","-5,750","-5,750","-5,900","-5,925","-5,725","-5,950","-5,750","-5,750","-5,925","-6,125","-6,125","-6,275","-6,575","-6,725","-6,350","-6,875","-6,925","-6,250","-6,675","-6,700","-6,750","-6,200","-5,125","-5,150","-5,175","-5,175","-5,175","-5,200","-4,925","-4,925","-4,925","-4,950","-5,000","-3,175","-3,375","-3,000","-2,250","-2,175","-2,150","-2,475","-2,200"
AEQC01,8,,"-644,400","-7,425","-7,225","-7,050","-6,875","-6,675","-6,525","-6,375","-6,225","-6,100","-6,000","-5,925","-5,825","-5,775","-5,725","-5,675","-5,625","-5,600","-5,575","-5,550","-5,550","-5,525","-5,525","-5,500","-5,500","-5,500","-5,475","-5,475","-5,475","-5,475","-5,500","-5,525","-5,575","-5,625","-5,700","-5,775","-5,875","-5,975","-6,075","-6,175","-6,300","-6,425","-6,550","-6,675","-6,800","-6,925","-7,025","-7,150","-7,250","-7,375","-7,475","-7,550","-7,625","-7,700","-7,750","-7,800","-7,825","-7,825","-7,825","-7,800","-7,775","-7,725","-7,650","-7,575","-7,475","-7,375","-7,275","-7,175","-7,100","-7,000","-6,925","-6,875","-6,850","-6,825","-6,825","-6,850","-6,900","-6,950","-7,025","-7,100","-7,175","-7,275","-7,350","-7,425","-7,475","-7,550","-7,575","-7,600","-7,600","-7,575","-7,525","-7,450","-7,350","-7,225","-7,100","-6,925","-6,775"
AFALZ4C,17,,"-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFALZ5C,17,,"-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500","-1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIANHC,17,,"-65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,500","-6,500","-6,500","-6,500","-6,500","-6,500","-6,500","-6,500","-6,500","-6,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIBGEV,17,,"3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,750","0,750","0,750","0,750",,,,,,,,
AFIBHFC,17,,"-20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIOLHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIREHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-3,125","-3,125","-3,125","-3,125",,,,,,,,,,,,,,,,,,,,,,,,
